record_id,city,state,zone_type,date,year,month,day_of_week,season,population,aqi,pm2_5,pm10,no2,so2,co,o3,nh3,temperature_c,humidity_pct,wind_speed_kmh,rainfall_mm,num_vehicles,num_industries,green_cover_pct,monitoring_stations,hospital_admissions,respiratory_cases,cardiovascular_cases,aqi_category,health_risk_score,data_source,data_quality_flag
535,Ranchi,Jharkhand,Industrial,2023-10-10,2023,10,Tuesday,Post-Monsoon,1073440,10,3.45,6.46,69.34,79.57,16.35,39.64,47.36,28.3,63.6,7.3,1.6,229306,1337,16.1,9,35,22,9,,,Ground Sensor,Auto
536,Patna,Bihar,Administrative,2022-06-13,2022,6,Monday,Monsoon,1684222,36.6,14.87,19.86,86.12,43.46,6.99,38.39,26.42,28.9,46.0,12.2,0,483972,1697,29.0,19,65,38,15,,,Satellite,Unverified
537,Kanpur,Uttar Pradesh,Industrial,2023-08-02,2023,8,Wednesday,Monsoon,2920496,103.7,61.28,54.45,44.38,27.21,2.65,62.41,12.44,32.8,47.5,25.9,0,916326,3891,10.1,13,137,68,24,,,State PCB,Unverified
538,Ghaziabad,Uttar Pradesh,Industrial,2022-09-13,2022,9,Tuesday,Monsoon,1636068,51.2,15.64,36.03,15.39,45.95,7.16,30.57,25.06,28.6,26.3,4.4,16.4,419508,2725,38.9,4,39,18,6,,,State PCB,Verified
539,Surat,Gujarat,Industrial,2022-12-31,2022,12,Saturday,Winter,4467797,166.3,91.04,115.25,36.5,35.64,7.2,148.09,30.63,13.5,51.6,2.8,0,1258086,3040,37.0,12,284,176,50,,,Ground Sensor,Auto
540,Rajkot,Gujarat,Industrial,2022-01-12,2022,1,Wednesday,Winter,1286995,166.5,64.73,85.16,113.17,51.25,8.18,120.85,49.66,33.2,41.5,13.9,3.4,300377,2452,16.4,21,92,42,22,,,CPCB,Verified
541,Delhi,Delhi,Urban,2022-12-01,2022,12,Thursday,Winter,16787941,251.6,117.19,162.92,62.55,82.65,11.87,101.76,32.67,22.4,70.9,12.8,0.1,3829237,22637,33.7,7,1495,994,236,,,CPCB,Unverified
542,Bangalore,Karnataka,IT Hub,2022-04-15,2022,4,Friday,Summer,8443675,10,3.71,8.02,128.65,33.4,7.13,117.61,25.13,25.3,36.6,10.0,0,1742329,14643,41.5,11,476,254,79,,,CPCB,Verified
543,Delhi,Delhi,Urban,2023-10-21,2023,10,Saturday,Post-Monsoon,16787941,104.5,57.75,61.65,17.6,25.71,4.65,39.84,43.65,20.9,59.9,12.3,0,3076784,27671,27.0,4,588,353,149,,,CPCB,Unverified
544,Ahmedabad,Gujarat,Industrial,2023-08-20,2023,8,Sunday,Monsoon,5570585,59.3,19.23,50.57,49.5,50.38,4.69,39.79,1.36,28.4,40.6,6.0,3.6,1370538,9760,40.9,15,213,101,38,,,Satellite,Auto
545,Mumbai,Maharashtra,Industrial,2023-04-02,2023,4,Sunday,Summer,12478447,201.3,96.83,153.1,72.93,38.97,3.5,25.42,40.43,27.3,19.3,14.4,5.9,3831337,21829,19.4,4,970,646,264,,,State PCB,Manual Entry
546,Pune,Maharashtra,Industrial,2023-06-08,2023,6,Thursday,Monsoon,3124458,103.9,57.05,87.73,24.52,57.01,4.6,62.56,49.23,28.2,50.4,9.8,0,713964,6186,40.4,3,159,75,38,,,CPCB,Manual Entry
547,Srinagar,Jammu & Kashmir,Tourist,2022-01-01,2022,1,Saturday,Winter,1180570,187.2,73.19,122.13,101.49,23.75,1.79,47.99,10.35,13.5,79.0,17.5,2.9,216997,1954,42.2,9,95,46,17,,,CPCB,Auto
548,Hyderabad,Telangana,IT Hub,2022-01-15,2022,1,Saturday,Winter,6809970,276.0,120.5,235.87,121.02,35.68,1.16,93.22,4.1,,55.0,8.1,0,1268815,7822,40.9,24,644,291,97,,,Satellite,Manual Entry
549,Amritsar,Punjab,Tourist,2023-05-06,2023,5,Saturday,Summer,1132761,178.4,64.35,108.24,92.22,84.96,3.55,109.66,40.71,30.4,59.8,1.1,0,311532,1760,16.5,5,95,58,24,,,Ground Sensor,Auto
550,Vadodara,Gujarat,Industrial,2022-06-17,2022,6,Friday,Monsoon,1670806,35.3,18.3,25.32,33.96,39.71,4.8,95.43,19.23,40.3,94.0,10.9,18.4,553375,2528,15.1,7,42,28,6,,,Satellite,Auto
550,Vadodara,Gujarat,Industrial,2022-06-17,2022,6,Friday,Monsoon,1670806,35.3,18.3,25.32,33.96,39.71,4.8,95.43,19.23,40.3,94.0,10.9,18.4,553375,2528,15.1,7,42,28,6,,,Satellite,Auto
551,Vadodara,Gujarat,Industrial,2022-02-12,2022,2,Saturday,Winter,1670806,82.0,30.85,59.03,159.11,84.67,14.59,122.4,24.97,26.7,42.6,22.2,0,449330,2888,35.1,6,117,59,24,,,Ground Sensor,Unverified
552,Ghaziabad,Uttar Pradesh,Industrial,2023-12-12,2023,12,Tuesday,Winter,1636068,311.3,177.02,179.13,14.09,90.33,10.94,34.01,8.07,45.6,81.5,12.3,5.1,524015,2148,6.2,6,129,83,19,,,CPCB,Verified
553,Jaipur,Rajasthan,Tourist,2023-04-09,2023,4,Sunday,Summer,3046163,203.4,82.82,134.46,95.44,30.27,6.73,47.1,22.0,25.5,40.7,8.3,0.1,802745,1667,39.4,15,198,81,50,,,CPCB,Auto
554,Rajkot,Gujarat,Industrial,2023-08-25,2023,8,Friday,Monsoon,1286995,,43.52,57.34,87.64,31.33,0.67,25.03,24.88,35.5,47.3,9.6,3.3,390123,2024,14.7,18,81,43,21,,,Satellite,Auto
555,Pune,Maharashtra,Industrial,2023-09-21,2023,9,Thursday,Monsoon,3124458,,31.31,78.15,71.92,56.37,5.21,85.27,23.7,28.6,53.5,6.4,24.5,588277,4307,16.7,8,162,88,46,,,Satellite,Auto
556,Kolkata,West Bengal,Urban,2023-12-05,2023,12,Tuesday,Winter,4496694,131.1,45.41,109.44,44.66,58.06,0.82,120.85,40.53,39.4,40.7,15.7,1.7,1069367,6855,33.0,6,237,111,51,,,State PCB,Unverified
557,Amritsar,Punjab,Tourist,2023-09-12,2023,9,Tuesday,Monsoon,1132761,56.6,23.21,44.13,9.19,33.29,7.92,102.53,6.21,24.7,44.0,12.8,0,216447,1012,41.8,7,26,13,5,,,State PCB,Verified
558,Coimbatore,Tamil Nadu,Industrial,2022-07-11,2022,7,Monday,Monsoon,1061447,82.3,41.09,55.82,89.71,24.75,3.24,28.69,39.71,31.3,79.0,7.9,1.0,217655,742,36.5,6,58,23,9,,,Satellite,Verified
559,Lucknow,Uttar Pradesh,Administrative,2022-05-21,2022,5,Saturday,Summer,2815601,123.9,55.01,72.52,91.35,44.96,3.97,42.41,28.1,33.4,32.4,3.5,6.4,917417,2021,7.9,8,194,105,57,,,Ground Sensor,Manual Entry
560,Ahmedabad,Gujarat,Industrial,2022-09-26,2022,9,Monday,Monsoon,5570585,123.9,52.26,99.21,11.04,21.78,4.67,45.04,36.6,21.9,75.6,14.2,0,1862114,6790,39.9,23,202,111,42,,,Satellite,Auto
561,Ludhiana,Punjab,Industrial,2022-03-18,2022,3,Friday,Summer,1618879,129.2,41.32,68.97,118.89,17.51,10.78,68.04,20.27,28.8,24.6,14.4,4.0,438715,1603,20.4,25,86,58,19,,,State PCB,Auto
562,Surat,Gujarat,Industrial,2022-04-04,2022,4,Monday,Summer,4467797,117.4,59.57,104.49,75.46,56.35,1.55,101.79,46.77,35.6,41.0,13.9,10.1,1050414,3838,18.4,24,231,159,41,,,Satellite,Auto
563,Varanasi,Uttar Pradesh,Tourist,2023-11-06,2023,11,Monday,Winter,1198491,222.1,119.05,182.3,120.0,26.95,14.63,112.64,28.09,38.2,66.3,18.4,0,362982,1123,18.5,23,98,56,24,,,Satellite,Unverified
564,Nagpur,Maharashtra,Commercial,2023-05-11,2023,5,Thursday,Summer,2405665,139.2,71.7,121.51,66.55,33.67,4.61,29.37,7.1,20.8,77.7,10.3,1.9,765094,2122,37.8,19,139,94,32,,,State PCB,Manual Entry
565,Delhi,Delhi,Urban,2023-03-14,2023,3,Tuesday,Summer,16787941,,,63.69,48.89,17.03,2.51,118.82,49.72,21.3,67.4,12.6,4.9,3385485,10808,31.4,4,602,317,93,,,Satellite,Manual Entry
565,Delhi,Delhi,Urban,2023-03-14,2023,3,Tuesday,Summer,16787941,,,63.69,48.89,17.03,2.51,118.82,49.72,21.3,67.4,12.6,4.9,3385485,10808,31.4,4,602,317,93,,,Satellite,Manual Entry
566,Jaipur,Rajasthan,Tourist,2023-05-13,2023,5,Saturday,Summer,3046163,175.3,73.94,104.59,84.76,79.08,15.19,56.33,1.16,32.2,49.8,6.4,6.0,779354,2583,11.0,15,263,137,56,,,Ground Sensor,Verified
567,Vadodara,Gujarat,Industrial,2022-10-06,2022,10,Thursday,Post-Monsoon,1670806,57.5,20.78,44.22,69.64,84.76,6.56,22.69,25.87,21.4,74.0,12.9,3.1,322717,2932,13.7,14,88,39,18,,,State PCB,Manual Entry
568,Jodhpur,Rajasthan,Tourist,2022-08-25,2022,8,Thursday,Monsoon,1137815,36.1,21.21,27.93,53.97,40.06,1.08,112.7,2.07,39.3,43.0,9.5,20.9,290945,1292,41.5,11,37,18,7,,,State PCB,Unverified
569,Ranchi,Jharkhand,Industrial,2023-08-23,2023,8,Wednesday,Monsoon,1073440,103.2,50.92,76.31,74.34,51.33,11.02,67.39,38.27,43.0,83.8,19.7,17.7,202355,664,39.3,11,71,38,13,,,State PCB,Unverified
570,Patna,Bihar,Administrative,2022-11-16,2022,11,Wednesday,Winter,1684222,196.3,110.24,146.92,102.18,89.23,18.4,132.68,37.31,30.6,54.6,18.6,0,308079,3270,15.8,8,171,72,45,,,Ground Sensor,Manual Entry
571,Amritsar,Punjab,Tourist,2022-07-03,2022,7,Sunday,Monsoon,1132761,109.1,37.73,95.23,27.77,4.24,9.68,119.63,26.15,37.4,63.1,15.0,7.8,213206,831,28.0,11,23,15,6,,,Ground Sensor,Unverified
572,Rajkot,Gujarat,Industrial,2022-04-23,2022,4,Saturday,Summer,1286995,134.8,64.95,69.68,129.93,16.71,5.13,88.76,25.01,23.4,60.7,4.4,0,333750,1893,38.5,15,93,59,22,,,Ground Sensor,Unverified
573,Visakhapatnam,Andhra Pradesh,Coastal,2023-05-27,2023,5,Saturday,Summer,1728128,17.6,5.95,9.06,19.88,87.56,13.98,35.02,45.3,23.0,71.4,18.9,1.7,531490,1422,28.6,7,53,33,11,,,Satellite,Auto
574,Ahmedabad,Gujarat,Industrial,2022-05-26,2022,5,Thursday,Summer,5570585,186.2,80.38,129.35,67.43,43.88,14.62,80.23,21.37,28.6,100,16.6,8.2,1282466,3229,22.3,22,351,181,87,,,Ground Sensor,Verified
575,Srinagar,Jammu & Kashmir,Tourist,2023-05-06,2023,5,Saturday,Summer,1180570,806.3,19.37,38.26,48.55,47.3,0.73,33.17,37.47,,57.3,3.5,0.7,287014,1384,18.1,14,36,21,7,,,CPCB,Auto
576,Ludhiana,Punjab,Industrial,2023-05-15,2023,5,Monday,Summer,1618879,76.6,38.29,55.09,101.62,47.24,16.48,39.93,41.41,31.9,44.7,20.3,0.3,331015,2660,13.8,4,80,46,15,,,State PCB,Unverified
577,Patna,Bihar,Administrative,2023-08-06,2023,8,Sunday,Monsoon,1684222,39.3,14.08,32.23,80.36,27.76,6.55,148.76,11.32,32.8,59.3,21.4,10.6,528495,1395,9.6,24,74,33,18,,,Satellite,Manual Entry
578,Ranchi,Jharkhand,Industrial,2023-04-26,2023,4,Wednesday,Summer,1073440,187.9,87.88,160.82,109.54,32.77,11.16,88.47,33.72,26.3,73.6,5.1,0,335246,931,42.6,12,96,50,18,,,Ground Sensor,Verified
579,Coimbatore,Tamil Nadu,Industrial,2022-11-04,2022,11,Friday,Winter,1061447,54.8,29.64,33.07,140.91,65.28,17.84,48.46,47.85,23.5,62.6,18.1,3.9,256561,1712,11.5,18,71,35,11,,,CPCB,Manual Entry
580,Srinagar,Jammu & Kashmir,Tourist,2022-02-28,2022,2,Monday,Winter,1180570,51.9,17.99,35.81,18.71,105.45,3.1,50.64,44.08,33.8,10,12.8,0,382984,1097,18.1,15,44,19,7,,,CPCB,Verified
581,Chennai,Tamil Nadu,Coastal,2022-01-09,2022,1,Sunday,Winter,7088000,140.6,48.51,94.4,152.07,105.11,16.81,110.66,8.44,36.6,67.2,16.9,1.7,2292319,10760,8.5,8,767,467,191,,,Satellite,Verified
582,Delhi,Delhi,Urban,2023-08-20,2023,8,Sunday,Monsoon,16787941,107.7,32.31,93.58,72.64,54.21,9.34,83.75,14.1,29.1,50.2,23.0,23.6,3417432,20036,25.6,18,937,419,249,,,Satellite,Verified
583,Nagpur,Maharashtra,Commercial,2022-12-13,2022,12,Tuesday,Winter,2405665,228.2,113.97,177.51,138.78,44.67,11.03,58.17,35.58,16.2,81.1,13.6,12.5,559522,2381,8.2,21,212,94,36,,,State PCB,Verified
584,Indore,Madhya Pradesh,Commercial,2022-05-10,2022,5,Tuesday,Summer,1994397,157.0,83.37,121.67,81.09,64.79,7.49,35.94,32.57,30.5,83.7,9.3,0,430114,2412,7.6,4,115,51,20,,,Satellite,Auto
585,Hyderabad,Telangana,IT Hub,2023-05-25,2023,5,Thursday,Summer,6809970,68.4,30.05,60.68,105.83,76.66,7.72,126.05,37.52,24.9,31.7,21.7,0,2230828,5284,8.7,13,496,222,93,,,State PCB,Unverified
586,Visakhapatnam,Andhra Pradesh,Coastal,2023-09-11,2023,9,Monday,Monsoon,1728128,64.2,23.17,36.75,10.67,4.27,4.3,64.59,31.13,28.2,55.1,14.4,10.3,370322,1247,15.9,15,26,17,6,,,State PCB,Auto
587,Ludhiana,Punjab,Industrial,2022-02-10,2022,2,Thursday,Winter,1618879,10,4.36,7.88,98.26,63.57,16.04,25.79,17.3,18.6,75.4,13.8,0,533096,3065,17.6,21,89,51,16,,,Satellite,Manual Entry
588,Jodhpur,Rajasthan,Tourist,2023-10-30,2023,10,Monday,Post-Monsoon,1137815,228.8,114.52,167.44,64.12,6.39,4.59,48.83,41.25,16.2,60.1,12.4,2.5,360184,1482,39.7,23,94,64,14,,,CPCB,Auto
589,Coimbatore,Tamil Nadu,Industrial,2022-08-07,2022,8,Sunday,Monsoon,1061447,102.4,47.11,73.79,71.82,51.86,10.44,70.57,36.56,33.2,86.2,18.3,6.4,250386,921,34.2,8,56,24,16,,,Satellite,Auto
590,Hyderabad,Telangana,IT Hub,2023-03-13,2023,3,Monday,Summer,6809970,153.3,50.48,133.78,48.45,50.24,9.3,28.92,49.16,32.6,87.4,3.6,4.0,2127250,11520,23.1,6,387,266,64,,,Ground Sensor,Verified
591,Bhopal,Madhya Pradesh,Administrative,2023-11-16,2023,11,Thursday,Winter,1795648,183.2,88.72,149.15,68.86,16.66,4.28,124.86,27.72,28.0,63.8,21.3,0,565382,1130,37.6,20,88,39,15,,,Satellite,Verified
592,Surat,Gujarat,Industrial,2023-02-03,2023,2,Friday,Winter,4467797,,110.45,165.07,75.98,24.59,13.31,82.85,29.73,19.8,42.2,3.5,0.7,1513445,7466,19.8,4,346,185,68,,,State PCB,Verified
593,Coimbatore,Tamil Nadu,Industrial,2022-12-30,2022,12,Friday,Winter,1061447,36.0,10.99,27.59,71.37,42.57,15.92,20.97,16.44,23.8,62.4,18.0,3.8,329304,1474,35.5,6,37,20,8,,,CPCB,Manual Entry
594,Ahmedabad,Gujarat,Industrial,2022-11-16,2022,11,Wednesday,Winter,5570585,103.1,32.14,55.95,158.61,76.81,20.97,110.47,40.97,26.1,76.2,12.0,7.6,1926152,5825,6.0,12,442,274,93,,,CPCB,Unverified
595,Srinagar,Jammu & Kashmir,Tourist,2023-06-22,2023,6,Thursday,Monsoon,1180570,10,4.81,8.41,37.41,9.1,3.25,63.39,44.53,30.3,72.6,13.4,0,267998,2080,37.5,20,18,10,5,,,Satellite,Manual Entry
596,Kolkata,West Bengal,Urban,2023-02-18,2023,2,Saturday,Winter,4496694,182.3,104.95,121.8,115.32,35.25,1.76,28.94,47.5,25.7,51.9,10.5,0,1085465,5903,36.8,5,350,202,81,,,State PCB,Verified
597,Meerut,Uttar Pradesh,Industrial,2022-01-18,2022,1,Tuesday,Winter,1309023,194.5,85.79,153.94,33.51,84.48,17.39,108.72,12.69,17.9,76.5,17.6,0,398040,2307,29.5,15,83,39,17,,,Satellite,Manual Entry
598,Bangalore,Karnataka,IT Hub,2023-02-19,2023,2,Sunday,Winter,8443675,998.3,123.21,158.15,108.92,100.4,15.05,53.15,30.66,26.6,69.9,12.0,0,2512170,11524,15.0,25,1040,597,306,,,CPCB,Verified
599,Varanasi,Uttar Pradesh,Tourist,2023-02-09,2023,2,Thursday,Winter,1198491,113.1,38.45,66.43,161.75,67.33,13.93,113.24,41.67,31.8,60.8,12.9,3.2,363302,2011,31.4,24,114,56,24,,,State PCB,Unverified
600,Pune,Maharashtra,Industrial,2023-02-03,2023,2,Friday,Winter,3124458,88.1,49.1,67.38,89.45,106.66,9.58,52.77,22.23,40.9,78.9,20.8,4.3,840878,2517,12.1,3,181,87,34,,,CPCB,Auto
601,Kanpur,Uttar Pradesh,Industrial,2022-11-07,2022,11,Monday,Winter,2920496,71.4,35.21,48.52,120.02,35.94,10.38,70.78,8.86,31.2,100,16.4,1.3,766932,2419,9.4,14,213,117,61,,,CPCB,Manual Entry
602,Ranchi,Jharkhand,Industrial,2023-11-06,2023,11,Monday,Winter,1073440,116.0,48.85,60.92,161.4,18.25,18.95,52.77,12.97,27.3,100,8.4,4.2,361913,2021,43.3,13,85,58,12,,,Ground Sensor,Manual Entry
603,Mumbai,Maharashtra,Industrial,2023-05-08,2023,5,Monday,Summer,12478447,80.8,28.92,43.89,48.07,68.54,4.56,124.6,29.72,19.8,38.4,19.5,0,3003198,13350,39.3,14,550,366,109,,,State PCB,Manual Entry
604,Bhopal,Madhya Pradesh,Administrative,2022-08-22,2022,8,Monday,Monsoon,1795648,49.4,25.04,26.74,81.41,16.76,9.8,46.64,21.21,32.3,67.8,11.9,0,457922,1263,15.3,21,79,36,12,,,Satellite,Auto
605,Jodhpur,Rajasthan,Tourist,2022-08-03,2022,8,Wednesday,Monsoon,1137815,10,3.28,8.69,57.97,9.01,3.1,97.78,37.57,33.5,54.4,7.2,6.8,237116,1861,44.7,16,27,18,6,,,CPCB,Verified
606,Visakhapatnam,Andhra Pradesh,Coastal,2023-08-20,2023,8,Sunday,Monsoon,1728128,104.5,31.35,81.36,84.61,46.12,6.42,41.36,37.21,38.4,85.9,11.1,0.1,552643,1471,12.9,12,67,30,18,,,Ground Sensor,Unverified
607,Agra,Uttar Pradesh,Tourist,2022-05-18,2022,5,Wednesday,Summer,1585704,108.7,33.62,85.87,98.61,35.75,12.62,118.94,41.9,16.9,72.7,13.8,0,387347,1200,21.8,5,65,29,17,,,State PCB,Verified
608,Bangalore,Karnataka,IT Hub,2023-03-02,2023,3,Thursday,Summer,8443675,176.9,96.2,107.29,73.95,51.29,11.35,143.5,46.67,31.6,95.9,4.1,9.3,1745793,16852,22.0,22,638,363,186,,,Ground Sensor,Manual Entry
609,Surat,Gujarat,Industrial,2022-09-24,2022,9,Saturday,Monsoon,4467797,89.1,42.93,77.55,73.36,50.75,2.51,58.42,38.86,24.6,61.9,2.7,0,900495,2594,27.4,15,257,143,71,,,State PCB,Verified
610,Visakhapatnam,Andhra Pradesh,Coastal,2022-07-04,2022,7,Monday,Monsoon,1728128,68.4,23.13,59.08,49.44,37.89,9.99,51.39,28.06,26.6,46.8,18.3,4.2,351070,1326,37.1,10,55,36,9,,,CPCB,Unverified
611,Agra,Uttar Pradesh,Tourist,2023-03-29,2023,3,Wednesday,Summer,1585704,197.3,63.4,155.51,77.15,66.36,5.68,41.4,14.54,29.1,56.0,13.0,0,494425,2436,11.6,23,120,74,19,,,CPCB,Unverified
612,Bhopal,Madhya Pradesh,Administrative,2022-04-11,2022,4,Monday,Summer,1795648,24.1,11.89,12.58,87.33,85.41,0.96,39.47,18.31,34.3,52.8,14.0,5.9,552933,1600,28.1,18,72,46,17,,,CPCB,Unverified
613,Hyderabad,Telangana,IT Hub,2022-10-23,2022,10,Sunday,Post-Monsoon,6809970,107.2,48.3,87.43,53.46,48.2,9.42,80.75,3.16,39.2,68.9,16.4,0,1962861,4310,20.1,6,356,171,61,,,State PCB,Manual Entry
614,Visakhapatnam,Andhra Pradesh,Coastal,2022-08-22,2022,8,Monday,Monsoon,1728128,137.1,43.13,85.53,21.54,36.2,8.31,91.83,2.93,27.5,39.9,13.2,6.2,491506,2056,36.1,19,52,36,13,,,CPCB,Verified
615,Jaipur,Rajasthan,Tourist,2022-02-18,2022,2,Friday,Winter,3046163,286.3,165.63,242.28,52.93,62.5,18.77,138.98,37.19,27.1,92.4,20.4,0,831819,3687,33.7,9,357,169,63,,,CPCB,Auto
616,Jaipur,Rajasthan,Tourist,2022-09-06,2022,9,Tuesday,Monsoon,3046163,106.0,53.98,79.28,31.85,13.36,6.59,107.03,36.8,30.4,50.2,13.9,5.7,919601,3205,17.4,11,,66,21,,,CPCB,Auto
617,Lucknow,Uttar Pradesh,Administrative,2023-10-09,2023,10,Monday,Post-Monsoon,2815601,224.8,93.73,144.29,111.04,74.19,15.67,25.5,20.76,29.6,89.8,7.1,6.1,647452,5458,20.1,16,302,122,49,,,Satellite,Verified
618,Ludhiana,Punjab,Industrial,2022-08-20,2022,8,Saturday,Monsoon,1618879,92.7,43.29,64.95,22.22,59.0,3.98,146.42,23.82,20.4,63.5,10.1,3.4,480419,949,13.4,14,71,33,20,,,Satellite,Manual Entry
619,Jodhpur,Rajasthan,Tourist,2023-12-27,2023,12,Wednesday,Winter,1137815,162.3,54.63,128.43,138.23,91.62,2.53,112.47,23.28,11.9,68.6,13.3,1.9,393513,980,10.4,23,78,47,17,,,State PCB,Verified
620,Jodhpur,Rajasthan,Tourist,2023-02-21,2023,2,Tuesday,Winter,1137815,257.5,151.14,223.36,108.23,60.01,16.1,62.57,20.08,17.9,37.1,13.7,0,371932,2091,44.9,3,96,43,26,,,Satellite,Auto
621,Kolkata,West Bengal,Urban,2023-07-17,2023,7,Monday,Monsoon,4496694,126.3,42.74,93.32,83.76,17.5,4.48,81.4,35.44,27.4,76.3,15.0,4.0,1363452,5050,19.7,14,164,96,29,,,CPCB,Verified
622,Lucknow,Uttar Pradesh,Administrative,2023-09-11,2023,9,Monday,Monsoon,2815601,116.6,53.37,94.29,31.16,34.08,2.83,71.61,24.39,29.8,74.0,5.2,5.6,588466,4461,7.9,17,134,77,30,,,Satellite,Auto
623,Chennai,Tamil Nadu,Coastal,2022-04-05,2022,4,Tuesday,Summer,7088000,81.2,30.57,41.77,101.27,65.78,2.62,89.69,47.09,35.4,65.1,22.5,1.9,1562197,13491,25.8,6,400,275,104,,,State PCB,Auto
624,Ludhiana,Punjab,Industrial,2022-01-19,2022,1,Wednesday,Winter,1618879,353.3,198.72,184.49,150.28,44.94,8.78,98.97,41.09,20.8,61.6,6.1,0.4,550180,1326,18.6,4,275,173,51,,,State PCB,Auto
625,Coimbatore,Tamil Nadu,Industrial,2022-04-22,2022,4,Friday,Summer,1061447,121.4,54.11,101.88,62.36,51.81,14.94,100.75,49.21,31.2,45.6,14.9,0.5,245917,1413,18.7,10,64,44,17,,,State PCB,Auto
626,Delhi,Delhi,Urban,2022-08-06,2022,8,Saturday,Monsoon,16787941,101.6,52.53,52.96,62.53,29.15,7.92,98.74,3.33,35.7,42.6,17.7,0,3837386,12971,28.3,8,618,431,184,,,Ground Sensor,Auto
627,Ranchi,Jharkhand,Industrial,2023-11-04,2023,11,Saturday,Winter,1073440,48.1,18.69,34.65,107.12,70.03,15.51,108.18,49.08,11.9,71.4,9.9,5.8,260041,1155,9.1,3,73,34,14,,,Satellite,Unverified
628,Hyderabad,Telangana,IT Hub,2022-07-14,2022,7,Thursday,Monsoon,6809970,158.8,86.08,93.56,71.89,47.42,5.05,93.31,48.07,37.6,86.3,14.8,24.0,1405238,9945,30.7,8,458,240,129,,,Satellite,Unverified
629,Visakhapatnam,Andhra Pradesh,Coastal,2023-09-14,2023,9,Thursday,Monsoon,1728128,105.1,38.47,80.71,57.2,24.1,3.03,143.51,7.79,38.7,39.7,20.7,0,554318,3189,10.7,25,82,54,13,,,Ground Sensor,Manual Entry
630,Mumbai,Maharashtra,Industrial,2023-07-17,2023,7,Monday,Monsoon,12478447,121.8,51.38,98.07,52.42,12.0,7.56,32.15,27.98,14.8,43.5,9.6,0,2705669,16754,40.3,9,581,249,159,,,Satellite,Manual Entry
631,Srinagar,Jammu & Kashmir,Tourist,2022-05-04,2022,5,Wednesday,Summer,1180570,42.8,16.08,24.69,43.31,50.17,4.39,123.52,16.23,16.8,58.4,13.4,1.2,405015,1437,22.4,15,31,12,8,,,Ground Sensor,Verified
632,Delhi,Delhi,Urban,2022-04-30,2022,4,Saturday,Summer,16787941,194.6,87.78,103.12,91.87,72.68,5.89,146.03,42.87,16.3,67.1,12.7,0,3818786,15773,23.1,8,1430,940,283,,,State PCB,Auto
633,Meerut,Uttar Pradesh,Industrial,2023-02-26,2023,2,Sunday,Winter,1309023,163.6,79.84,85.08,70.73,73.94,6.18,136.44,22.59,21.5,48.4,25.4,4.4,432663,2080,10.5,3,105,54,17,,,CPCB,Auto
634,Amritsar,Punjab,Tourist,2023-10-03,2023,10,Tuesday,Post-Monsoon,1132761,224.7,129.61,200.58,86.64,89.92,1.76,121.11,2.11,11.9,87.6,8.5,0.1,242110,1337,19.3,8,91,40,26,,,Ground Sensor,Verified
635,Indore,Madhya Pradesh,Commercial,2023-07-12,2023,7,Wednesday,Monsoon,1994397,206.5,119.41,141.63,24.41,59.78,10.25,108.14,4.85,32.0,76.7,13.2,20.4,638762,3927,44.1,15,128,69,29,,,State PCB,Auto
636,Chennai,Tamil Nadu,Coastal,2023-11-15,2023,11,Wednesday,Winter,7088000,118.7,56.7,93.81,39.98,67.77,1.67,132.34,15.41,26.1,95.5,15.0,0,1339582,8346,26.4,7,390,253,81,,,Ground Sensor,Unverified
637,Srinagar,Jammu & Kashmir,Tourist,2022-07-11,2022,7,Monday,Monsoon,1180570,111.7,36.02,93.07,60.22,53.15,10.1,96.57,41.54,32.2,67.9,4.1,0.1,246946,1557,29.3,10,59,32,15,,,State PCB,Unverified
638,Jodhpur,Rajasthan,Tourist,2022-04-28,2022,4,Thursday,Summer,1137815,164.8,83.16,103.42,14.53,24.38,12.52,144.77,2.12,23.9,65.9,4.2,0.2,336482,2266,42.5,10,49,29,10,,,State PCB,Verified
639,Kanpur,Uttar Pradesh,Industrial,2022-01-03,2022,1,Monday,Winter,2920496,102.0,42.13,56.89,115.47,24.95,5.25,65.41,34.02,34.9,70.3,16.0,0,911599,3821,27.8,5,168,72,31,,,State PCB,Verified
640,Coimbatore,Tamil Nadu,Industrial,2022-05-23,2022,5,Monday,Summer,1061447,114.5,50.05,84.48,15.77,54.23,12.87,54.91,22.07,35.1,47.2,8.9,0.3,219631,1951,29.2,10,30,14,4,,,Ground Sensor,Manual Entry
641,Visakhapatnam,Andhra Pradesh,Coastal,2022-10-26,2022,10,Wednesday,Post-Monsoon,1728128,152.6,75.44,94.47,91.94,82.15,11.21,91.96,4.23,34.4,69.3,7.0,0,593807,2811,41.9,10,104,62,17,,,Ground Sensor,Auto
642,Nagpur,Maharashtra,Commercial,2023-05-05,2023,5,Friday,Summer,2405665,177.5,88.21,90.6,85.49,28.18,12.99,145.26,4.11,40.9,22.6,0.4,0,590255,1743,33.7,7,178,120,40,,,State PCB,Manual Entry
643,Visakhapatnam,Andhra Pradesh,Coastal,2023-08-14,2023,8,Monday,Monsoon,1728128,99.1,35.57,88.99,10.65,39.94,3.84,88.17,20.53,32.4,85.8,12.2,9.9,390186,941,20.2,22,54,27,16,,,Ground Sensor,Verified
